Acido fijo; Acido volatil;Acido citrico;azucar residual;Cloruros;Libre dioxido de azufre;dioxido de sulfuro total ;densidad;pH;sulfatos;alcohol;Calidad
62;19;29;43;45;33;126;99658;318;42;93;6
62;2;29;118;35;21;93;99364;318;34;119;6
69;38;29;1365;48;52;189;99784;3;6;95;6
69;38;29;1365;48;52;189;99784;3;6;95;6
69;38;29;1365;48;52;189;99784;3;6;95;6
69;38;29;1365;48;52;189;99784;3;6;95;6
63;19;29;55;42;44;189;99304;319;47;103;6
68;24;29;95;42;56;157;99586;311;51;101;6
82;34;29;52;76;19;92;99138;295;39;125;6
6;17;29;97;44;33;98;99536;312;36;92;6
76;23;29;86;53;65;146;9963;311;32;98;6
63;28;29;68;51;40;143;99374;343;59;11;6
63;24;29;137;35;53;134;99567;317;38;106;6
63;24;29;137;35;53;134;99567;317;38;106;6
74;25;29;68;2;31;113;99338;313;29;108;6
66;13;29;139;56;33;95;99702;317;39;94;6
7;15;29;164;58;45;110;9978;315;37;97;6
59;18;29;46;32;68;137;99159;321;38;113;6
67;26;29;77;38;40;179;99479;323;56;104;6
69;14;29;99;56;30;91;99512;319;33;99;6
72;21;29;31;44;39;122;99143;3;6;113;6
74;26;29;37;48;14;73;9915;306;45;114;6
61;17;29;11;41;32;92;99036;326;57;112;6
68;28;29;119;52;51;149;99544;302;58;104;6
68;28;29;119;52;51;149;99544;302;58;104;6
68;28;29;119;52;51;149;99544;302;58;104;6
68;26;29;119;52;54;160;99546;303;58;104;6
58;22;29;13;36;25;68;98865;324;35;126;6
56;23;29;31;23;19;89;99068;325;51;112;6
64;27;29;39;34;62;140;99237;31;59;111;6
57;22;29;35;4;27;146;98999;317;36;121;6
69;26;29;42;43;33;114;9902;316;31;125;6
62;26;29;2;36;16;87;99081;333;61;118;6
69;26;29;42;43;33;114;9902;316;31;125;6
67;26;29;71;36;28;100;99534;308;36;93;6
71;38;29;136;41;30;137;99461;302;96;121;6
66;38;29;29;35;15;101;98916;304;37;125;6
66;38;29;29;35;15;101;98916;304;37;125;6
47;145;29;1;42;35;90;9908;376;49;113;6
75;24;29;11;46;34;84;9902;304;39;1145;6
75;24;29;11;46;34;84;9902;304;39;1145;6
68;4;29;28;44;27;97;9904;312;42;112;6
67;53;29;43;69;20;114;99014;322;59;134;6
68;38;29;99;37;40;146;99326;311;37;115;6
59;26;29;54;46;34;116;99224;324;41;114;6
6;34;29;61;46;29;134;99462;348;57;107;6
6;34;29;61;46;29;134;99462;348;57;107;6
55;31;29;3;27;16;102;99067;323;56;112;6
61;34;29;22;36;25;100;98938;306;44;118;6
62;21;29;16;39;24;92;99114;327;5;112;6
72;23;32;85;58;47;186;9956;319;4;99;6
72;23;32;85;58;47;186;9956;319;4;99;6
7;25;32;9;46;56;245;9955;325;5;104;6
73;13;32;144;51;34;109;9974;32;35;92;6
64;25;32;55;49;41;176;995;319;68;92;6
64;17;32;24;48;41;200;9938;35;5;97;6
71;25;32;103;41;66;272;9969;317;52;91;6
64;17;32;24;48;41;200;9938;35;5;97;6
68;52;32;132;44;54;221;9972;327;5;96;6
64;24;32;149;47;54;162;9968;328;5;102;6
67;21;32;54;47;29;140;995;339;46;97;6
6;37;32;1;53;31;2185;9924;329;72;98;6
7;14;32;9;39;54;141;9956;322;43;94;6
68;23;32;16;26;43;147;9904;329;54;125;6
58;36;32;17;33;22;96;9898;303;38;112;6
65;26;32;165;45;44;166;1;338;46;95;6
77;3;32;16;37;23;124;9919;293;33;11;6
67;105;32;124;51;34;106;998;354;45;92;6
71;26;32;1445;74;29;107;998;296;42;92;6
71;26;32;1445;74;29;107;998;296;42;92;6
56;245;32;11;47;24;152;9927;312;42;93;6
75;23;32;92;38;54;191;9966;304;56;97;6
75;23;32;92;38;54;191;9966;304;56;97;6
68;15;32;88;58;24;110;9972;34;4;88;6
72;16;32;8;4;50;121;9922;327;33;10;6
71;26;32;59;37;39;97;9934;331;4;116;6
7;3;32;64;34;28;97;9924;323;44;118;6
7;27;32;68;47;47;193;9938;323;39;114;6
7;12;32;72;58;22;89;9966;329;38;92;6
8;22;32;104;43;63;201;997;311;53;95;6
75;33;32;111;36;25;119;9962;315;34;105;6
79;17;32;16;53;47;150;9948;329;76;96;6
79;17;32;16;53;47;150;9948;329;76;96;6
79;17;32;16;53;47;150;9948;329;76;96;6
64;2;32;31;41;18;126;9914;343;42;12;6
71;22;32;169;56;49;158;9998;337;38;96;6
71;22;32;169;56;49;158;9998;337;38;96;6
68;26;32;7;41;38;118;9939;325;52;108;6
82;21;32;1065;53;53;145;9972;317;48;102;6
64;18;32;96;52;24;90;9963;335;49;94;6
71;18;32;122;48;36;125;9967;292;54;94;6
71;18;32;122;48;36;125;9967;292;54;94;6
64;18;32;96;52;24;90;9963;335;49;94;6
7;22;32;16;45;40;120;9914;298;44;105;6
63;4;32;106;49;38;209;9981;347;59;93;6
71;34;32;2;51;29;130;99354;33;5;104;6
7;28;32;17;38;27;128;99375;32;62;102;6
8;28;32;76;45;61;204;99543;31;55;101;6
7;16;32;11;32;29;80;98972;323;36;121;6
75;25;32;82;24;53;209;99563;312;46;108;6
51;11;32;16;28;12;90;99008;357;52;122;6
65;15;32;13;36;19;76;98964;318;41;123;6
64;25;32;113;38;69;192;99573;314;5;102;6
6;26;32;38;29;48;180;99011;315;34;12;6
62;16;32;11;36;74;184;99096;322;41;11;6
62;16;32;11;36;74;184;99096;322;41;11;6
63;17;32;42;4;37;117;99182;324;43;113;6
63;17;32;42;4;37;117;99182;324;43;113;6
63;17;32;42;4;37;117;99182;324;43;113;6
69;19;32;79;42;30;130;99456;34;39;105;6
81;24;32;105;3;34;105;99407;311;42;118;6
56;32;32;83;43;32;105;99266;324;47;112;6
68;23;32;86;46;47;159;99452;308;52;105;6
64;22;32;49;46;50;156;99316;338;55;112;6
72;14;32;11;22;48;116;99218;304;67;10;6
67;13;32;37;17;32;99;99348;312;44;10;6
68;18;32;72;47;17;109;99498;342;44;104;6
78;19;32;74;15;47;124;99278;299;39;11;6
78;19;32;74;15;47;124;99278;299;39;11;6
78;2;32;5;16;31;101;99186;299;39;11;6
67;24;32;9;23;20;109;99262;334;35;126;6
67;24;32;9;23;20;109;99262;334;35;126;6
84;23;32;13;48;59;113;99178;31;55;11;6
62;27;32;63;48;47;159;99282;321;6;11;6
61;27;32;62;48;47;161;99281;322;6;11;6
62;27;32;63;48;47;159;99282;321;6;11;6
54;15;32;25;37;10;51;98878;304;58;126;6
68;22;32;59;54;40;152;9938;32;57;108;6
74;36;32;19;36;27;119;99196;315;49;112;6
76;26;32;13;48;23;76;9903;296;46;12;6
66;44;32;3;95;13;75;98954;31;63;128;6
68;29;32;18;32;18;130;99095;305;62;112;6
74;26;32;37;32;29;193;99134;31;67;125;6
66;25;32;56;39;15;68;99163;296;52;111;6
66;23;32;17;24;26;102;99084;329;6;118;6
8;33;32;46;41;31;180;99184;292;74;122;6
69;22;32;58;41;20;119;99296;317;55;112;6
69;22;32;58;41;20;119;99296;317;55;112;6
6;32;32;48;41;40;186;99235;322;54;11;6
63;19;32;28;46;18;80;99043;292;47;1105;6
67;32;32;17;31;31;114;98946;312;35;125;6
61;27;32;11;34;24;110;9898;336;4;125;6
61;27;32;11;34;24;110;9898;336;4;125;6
62;32;32;22;36;15;70;9899;316;48;127;6
7;23;32;18;48;25;113;9915;311;47;111;6
62;2;32;28;5;17;126;9936;318;55;94;6
65;29;32;3;36;38;93;9906;316;59;12;6
65;25;32;99;45;41;128;99636;318;52;96;6
65;33;32;1;41;39;120;99004;306;37;122;6
67;16;32;125;35;18;156;99666;288;36;9;6
67;16;32;125;35;18;156;99666;288;36;9;6
67;16;32;125;35;18;156;99666;288;36;9;6
67;16;32;125;35;18;156;99666;288;36;9;6
67;16;32;125;35;18;156;99666;288;36;9;6
67;15;32;79;34;17;81;99512;329;31;10;6
67;15;32;79;34;17;81;99512;329;31;10;6
6;27;32;36;35;36;133;99215;323;46;108;6
59;27;32;2;34;31;102;98952;316;56;123;6
6;31;32;74;175;47;159;9952;319;5;94;6
57;21;32;16;3;33;122;99044;333;52;119;6
57;21;32;9;38;38;121;99074;324;46;106;6
69;19;28;5;58;14;146;9952;329;36;91;6
66;28;28;85;52;55;211;9962;309;55;89;6
75;35;28;96;51;26;157;9969;312;53;92;6
74;31;28;16;5;33;137;9929;331;56;105;6
7;21;28;87;45;37;222;9954;325;54;104;6
7;21;28;86;45;37;221;9954;325;54;104;6
7;21;28;86;45;37;221;9954;325;54;104;6
7;21;28;87;45;37;222;9954;325;54;104;6
7;21;28;86;45;37;221;9954;325;54;104;6
7;22;28;15;37;29;115;9927;311;55;105;6
66;34;28;13;35;32;90;9916;31;42;107;6
63;19;28;18;22;28;158;9907;32;64;114;6
59;62;28;35;39;55;152;9907;344;44;12;6
59;13;28;19;5;20;78;9918;343;64;108;6
61;17;28;45;33;46;150;9933;343;49;109;6
64;33;28;11;38;30;110;9917;312;42;105;6
63;3;28;5;42;36;168;99505;322;69;95;6
77;34;28;11;4;31;117;99815;327;29;92;6
77;34;28;11;4;31;117;99815;327;29;92;6
77;34;28;11;4;31;117;99815;327;29;92;6
68;18;28;87;47;52;242;9952;322;53;105;6
68;18;28;85;47;52;242;9952;322;53;105;6
65;26;28;125;46;80;225;99685;318;41;10;6
65;34;28;18;41;43;188;9928;313;37;96;6
66;18;28;33;44;18;91;993;342;64;108;6
79;14;28;18;41;44;178;9954;345;43;92;6
71;19;28;36;33;16;78;993;291;78;114;6
64;16;28;22;42;33;93;9914;331;43;111;6
8;3;28;57;44;31;124;9948;316;51;102;6
69;19;28;3;54;33;99;9924;316;4;108;6
8;22;28;14;53;83;197;9981;314;45;98;6
8;22;28;14;53;83;197;9981;314;45;98;6
78;2;28;102;54;78;186;997;314;46;10;6
69;37;28;138;31;34;137;9948;31;37;116;6
68;27;28;133;76;50;163;9979;303;38;86;6
63;21;28;15;51;46;142;9928;323;42;101;6
63;21;28;15;51;46;142;9928;323;42;101;6
66;22;28;49;42;51;180;9952;33;75;95;6
66;22;28;49;42;51;180;9952;33;75;95;6
62;25;28;85;35;28;108;99486;34;42;104;6
86;17;28;27;47;38;150;99365;31;56;108;6
65;21;28;14;46;26;66;99199;343;48;111;6
8;26;28;82;38;72;202;99566;312;56;10;6
81;34;28;75;4;70;230;99558;314;55;98;6
81;34;28;75;4;70;230;99558;314;55;98;6
8;26;28;48;5;34;150;99437;313;5;10;6
72;2;28;16;28;13;168;99203;317;106;115;6
85;3;28;31;54;54;174;99543;321;43;94;6
69;13;28;133;5;47;132;99655;334;42;101;6
76;18;28;71;41;29;110;99652;32;42;92;6
76;18;28;71;41;29;110;99652;32;42;92;6
57;23;28;965;25;26;121;9925;328;38;113;6
78;25;28;72;4;46;179;99541;314;6;101;6
65;35;28;124;51;86;213;9962;316;51;99;6
71;29;28;93;48;50;141;9949;313;49;103;6
65;35;28;124;51;86;213;9962;316;51;99;6
8;23;28;27;48;49;165;9952;326;72;95;6
64;21;28;59;47;29;101;99278;315;4;11;6
64;21;28;59;47;29;101;99278;315;4;11;6
57;28;28;22;19;15;65;9902;306;52;112;6
51;29;28;83;26;27;107;99308;336;37;11;6
51;29;28;83;26;27;107;99308;336;37;11;6
57;15;28;37;45;57;151;9913;322;27;112;6
57;15;28;37;45;57;151;9913;322;27;112;6
73;25;28;15;43;19;113;99338;338;56;101;6
66;24;28;67;32;26;91;99172;313;32;123;6
64;35;28;126;39;19;124;99539;32;43;106;6
72;27;28;152;46;6;41;99665;317;39;109;6
72;27;28;152;46;6;41;99665;317;39;109;6
72;22;28;72;6;41;132;9935;308;59;113;6
6;22;28;11;34;47;90;98862;322;38;126;6
67;36;28;83;34;29;81;99151;296;39;125;6
65;43;28;1125;32;31;87;9922;302;38;124;6
68;2;28;126;48;54;136;99556;319;37;107;6
67;36;28;83;34;29;81;99151;296;39;125;6
65;43;28;1125;32;31;87;9922;302;38;124;6
72;22;28;72;6;41;132;9935;308;59;113;6
6;22;28;11;34;47;90;98862;322;38;126;6
66;18;28;17;41;53;161;99207;313;45;102;6
66;18;28;17;41;53;161;99207;313;45;102;6
74;29;28;102;32;43;138;9951;31;47;106;6
58;18;28;13;34;9;94;99092;321;52;112;6
65;24;28;11;34;26;83;98928;325;33;123;6
75;33;28;49;42;21;155;99385;336;57;109;6
79;35;28;129;32;13;63;9932;299;43;13;6
89;27;28;8;24;29;128;98984;301;35;124;6
72;24;28;19;32;30;92;9914;31;39;109;6
81;2;28;9;23;49;87;99062;292;36;111;6
81;2;28;9;23;49;87;99062;292;36;111;6
66;64;28;44;32;19;78;99036;311;62;129;6
66;64;28;44;32;19;78;99036;311;62;129;6
76;38;28;42;29;7;112;9906;3;41;126;6
76;38;28;42;29;7;112;9906;3;41;126;6
66;19;28;118;42;54;137;99492;318;37;108;6
59;18;28;51;39;50;139;99165;316;44;113;6
66;26;28;94;28;13;121;99254;317;34;121;6
61;27;28;98;42;61;125;99532;314;42;102;6
65;33;28;61;18;41;103;99122;324;32;122;6
65;33;28;61;18;41;103;99122;324;32;122;6
69;28;28;122;42;52;139;99522;303;56;104;6
7;33;28;57;33;39;204;99176;317;64;125;6
66;31;28;14;35;28;107;98836;3;4;132;6
62;3;28;16;36;28;106;988245;314;41;133;6
62;24;28;122;49;54;133;9952;319;37;107;6
54;265;28;78;52;27;91;99432;319;38;104;6
59;23;28;86;46;37;142;99432;323;53;106;6
64;14;28;79;57;21;82;99425;326;36;10;6
64;14;28;79;57;21;82;99425;326;36;10;6
68;27;28;78;38;26;89;9915;324;34;125;6
61;25;28;10;55;56;131;994;322;35;109;6
66;39;28;92;36;10;92;99206;307;35;121;6
59;2;28;1;43;45;100;99033;34;41;114;6
64;31;28;25;39;34;137;98946;322;38;127;6
64;31;28;25;39;34;137;98946;322;38;127;6
59;29;28;32;35;16;117;98959;326;42;126;6
65;3;28;1145;41;29;109;99418;298;3;109;6
61;26;28;17;43;24;98;98918;314;44;125;6
64;18;28;1705;47;53;139;99724;325;35;105;6
62;22;28;22;4;24;125;9917;319;48;105;6
62;22;28;22;4;24;125;9917;319;48;105;6
62;22;28;22;4;24;125;9917;319;48;105;6
66;38;28;28;43;17;67;98924;321;47;132;6
67;28;28;45;51;14;92;99224;336;58;119;6
62;2;28;11;39;24;78;9899;336;47;121;6
64;13;28;9;45;32;87;99175;347;52;112;6
66;19;28;11;44;38;100;9904;322;69;112;6
72;33;28;14;34;26;109;99246;328;57;106;6
64;28;28;3;4;19;98;99216;325;47;111;6
6;25;28;77;53;37;132;99489;306;5;94;6
6;25;28;77;53;37;132;99489;306;5;94;6
73;22;3;82;47;42;207;9966;333;46;95;6
69;25;3;41;54;23;116;994;299;38;94;6
69;25;3;41;54;23;116;994;299;38;94;6
65;19;3;8;43;33;144;9936;342;39;91;6
63;23;3;18;33;16;91;9906;328;4;118;6
63;23;3;18;33;16;91;9906;328;4;118;6
55;335;3;25;71;27;128;9924;314;51;96;6
68;15;3;53;5;40;127;9942;34;39;97;6
64;3;3;225;38;8;210;9937;32;62;99;6
82;22;3;18;47;47;185;9933;313;5;102;6
74;26;3;79;49;38;157;9963;313;48;89;6
74;19;3;14;57;33;135;993;312;5;96;6
67;31;3;21;38;18;130;9928;336;63;106;6
72;28;3;107;44;61;222;9972;314;5;91;6
66;25;3;144;52;40;183;998;302;5;91;6
64;25;3;55;38;15;129;9948;314;49;96;6
66;25;3;144;52;40;183;998;302;5;91;6
64;25;3;55;38;15;129;9948;314;49;96;6
58;2;3;15;31;21;57;99115;344;55;11;6
59;31;3;77;47;60;206;995;32;39;96;6
66;13;3;49;58;47;131;9946;351;45;103;6
74;28;3;53;54;44;161;9941;312;48;103;6
74;3;3;52;53;45;163;9941;312;45;103;6
8;24;3;1745;56;43;184;9997;305;5;92;6
6;4;3;16;47;30;117;9931;317;48;101;6
64;26;3;22;25;33;134;992;321;47;106;6
71;21;3;14;37;45;143;9932;313;33;99;6
73;29;3;13;43;46;238;9986;306;41;87;6
77;39;3;52;37;29;131;9943;338;44;11;6
64;23;3;71;37;63;236;9952;306;34;92;6
66;27;3;19;25;14;153;9928;329;62;105;6
66;16;3;16;34;15;78;992;338;44;112;6
62;17;3;11;37;14;79;993;35;54;103;6
51;31;3;9;37;28;152;992;354;56;101;6
57;135;3;46;42;19;101;9946;331;42;93;6
58;17;3;14;37;55;130;9909;329;38;113;6
63;31;3;10;46;49;212;9962;374;55;119;6
7;24;3;42;4;41;213;9927;328;49;118;6
69;18;3;2;38;39;190;9914;332;37;122;6
7;24;3;42;4;41;213;9927;328;49;118;6
67;26;3;18;43;25;121;9944;344;61;102;6
7;13;3;5;56;31;122;9945;347;42;105;6
92;23;3;11;31;40;99;9929;294;3;104;6
69;16;3;96;57;50;185;9978;339;38;96;6
69;16;3;96;57;50;185;9978;339;38;96;6
74;18;3;104;45;44;174;9966;311;57;97;6
73;21;3;109;37;18;112;997;34;5;96;6
64;21;3;56;44;43;160;9949;36;41;106;6
71;25;3;24;42;25;122;994;343;61;105;6
8;19;3;2;53;48;140;994;318;49;96;6
83;23;3;21;49;21;153;9953;309;5;96;6
68;43;3;35;33;27;135;9906;3;37;12;6
81;26;3;78;49;39;152;9954;299;58;10;6
74;21;3;81;47;13;114;9941;312;35;105;6
73;34;3;13;57;25;173;9948;326;51;91;6
59;17;3;14;42;25;119;9931;368;72;105;6
87;15;3;16;46;29;130;9942;322;38;98;6
72;115;3;68;56;26;105;9954;344;4;96;6
63;2;3;59;34;35;152;99642;347;4;85;6
74;14;3;13;33;25;91;99268;353;39;106;6
8;2;3;81;37;42;130;99379;31;67;118;6
72;3;3;81;5;40;188;99652;315;49;91;6
74;34;3;149;37;70;169;99698;325;37;104;6
72;2;3;2;39;43;188;9911;33;41;12;6
72;2;3;2;39;43;188;9911;33;41;12;6
66;24;3;13;52;18;143;99825;337;49;94;6
69;32;3;18;36;28;117;99269;324;48;11;6
71;2;3;9;19;4;28;98931;32;36;12;6
71;2;3;9;19;4;28;98931;32;36;12;6
7;34;3;18;45;44;142;9914;299;45;108;6
71;43;3;66;25;15;138;99126;318;46;126;6
79;16;3;74;5;58;152;99612;312;37;95;6
79;16;3;74;5;58;152;99612;312;37;95;6
66;17;3;11;31;13;73;99095;317;58;11;6
73;26;3;93;5;35;154;99581;321;5;104;6
57;37;3;11;29;24;88;98883;318;39;117;6
69;4;3;106;33;24;87;99265;315;45;128;6
69;2;3;47;41;40;148;9932;316;35;102;6
62;18;3;1;31;23;73;99032;323;52;113;6
64;12;3;11;31;37;94;98986;301;56;117;6
66;23;3;149;51;33;118;99835;304;54;9;6
66;23;3;149;51;33;118;99835;304;54;9;6
67;2;3;14;25;17;76;99104;311;44;11;6
66;23;3;149;51;33;118;99835;304;54;9;6
69;3;3;1055;37;4;28;99184;307;32;127;6
72;32;3;825;2;14;104;99362;299;44;114;6
59;34;3;38;35;57;135;99016;309;34;12;6
72;32;3;825;2;14;104;99362;299;44;114;6
84;22;3;89;24;17;118;99456;299;34;105;6
6;27;3;147;44;15;144;99666;312;53;103;6
57;2;3;25;46;38;125;99276;334;5;99;6
65;32;3;23;51;20;127;98964;313;52;128;6
69;17;3;2;47;13;117;99152;316;51;116;6
68;23;3;695;44;42;179;9946;325;56;106;6
69;29;3;82;26;35;112;99144;3;37;123;6
8;28;3;84;3;35;115;99192;293;42;123;6
71;32;3;99;41;63;192;99642;312;49;102;6
73;34;3;94;57;34;178;99554;315;44;104;6
56;34;3;69;38;23;89;99266;325;49;111;6
66;22;3;147;45;50;136;99704;314;37;106;6
77;24;3;14;41;15;102;9929;326;53;104;6
68;12;3;129;49;32;88;99654;32;35;99;6
68;22;3;106;7;67;194;99654;289;42;9;6
76;27;3;92;18;23;96;9938;308;29;11;6
68;25;3;118;43;53;133;99524;303;58;104;6
83;18;3;11;33;20;57;99109;302;51;11;6
83;18;3;11;33;20;57;99109;302;51;11;6
61;21;3;63;39;47;136;99068;327;31;127;6
7;24;3;123;35;72;172;9954;299;57;104;6
71;37;3;62;4;49;139;99021;317;27;136;6
71;37;3;62;4;49;139;99021;317;27;136;6
73;27;3;13;4;26;84;99222;328;53;107;6
7;16;3;26;43;34;90;99047;288;47;112;6
7;16;3;26;43;34;90;99047;288;47;112;6
64;17;3;28;34;33;125;99152;303;49;104;6
64;17;3;28;34;33;125;99152;303;49;104;6
61;28;3;775;31;33;139;99296;322;46;11;6
67;24;3;102;7;44;179;99666;286;46;89;6
7;22;3;14;4;14;63;98985;32;33;12;6
63;22;3;2;5;23;120;99204;324;47;104;6
66;21;3;99;41;64;174;995;307;5;101;6
63;28;3;66;208;60;154;99478;31;4;94;6
64;27;3;16;4;19;86;99089;332;65;115;6
65;29;3;915;51;25;166;99339;324;56;1135;6
68;33;3;21;47;35;147;9886;324;56;134;6
71;9;3;62;32;24;134;993;299;39;109;6
58;28;3;39;26;36;105;98963;326;58;1275;6
58;28;3;39;26;36;105;98963;326;58;1275;6
57;28;3;39;26;36;105;98963;326;58;1275;6
64;33;3;72;41;42;168;99331;322;49;111;6
67;45;3;53;36;27;165;99122;312;46;122;6
58;42;3;22;35;26;129;989;332;47;129;6
71;39;3;99;37;29;124;99414;307;42;109;6
66;28;3;129;33;31;177;99479;312;39;112;6
66;4;3;53;38;20;125;99204;336;73;126;6
68;27;3;13;47;69;160;99705;316;5;96;6
68;27;3;13;47;69;160;99705;316;5;96;6
68;27;3;13;47;69;160;99705;316;5;96;6
68;27;3;13;47;69;160;99705;316;5;96;6
6;17;3;73;39;39;104;99252;291;57;11;6
51;3;3;23;48;40;150;98944;329;46;122;6
59;22;3;13;52;42;86;99069;331;47;1155;6
81;27;41;145;33;11;63;9908;299;56;12;5
86;23;4;42;35;17;109;9947;314;53;97;5
79;18;37;12;4;16;75;992;318;63;108;5
83;42;62;1925;4;41;172;1;298;67;97;5
76;67;14;15;74;25;168;9937;305;51;93;5
58;27;2;1495;44;22;179;9962;337;37;102;5
73;28;43;17;8;21;123;9905;319;42;128;5
65;39;23;54;51;25;149;9934;324;35;10;5
73;24;39;1795;57;45;149;9999;321;36;86;5
73;24;39;1795;57;45;149;9999;321;36;86;5
62;46;25;44;66;62;207;9939;325;52;98;5
69;19;35;5;67;32;150;995;336;48;98;5
7;47;7;11;35;17;151;991;302;34;105;5
62;35;3;12;64;29;120;9934;322;54;91;5
67;25;13;12;41;81;174;992;314;42;98;5
6;27;28;48;63;31;201;9964;369;71;10;5
74;18;3;88;64;26;103;9961;294;56;93;5
67;54;28;54;6;21;105;9949;327;37;9;5
71;34;2;61;63;47;164;9946;317;42;10;5
71;43;61;118;45;54;155;9974;311;45;87;5
71;43;61;118;45;54;155;9974;311;45;87;5
61;27;43;75;49;65;243;9957;312;47;9;5
74;25;37;135;6;52;192;9975;3;44;91;5
75;305;4;189;59;44;170;1;299;46;9;5
74;25;37;135;6;52;192;9975;3;44;91;5
69;33;28;13;51;37;187;9927;327;6;103;5
72;27;46;1875;52;45;255;1;304;52;89;5
67;41;34;92;49;29;150;9968;322;51;91;5
67;41;34;92;49;29;150;9968;322;51;91;5
59;36;4;57;46;21;87;9934;322;51;102;5
78;24;32;122;54;42;138;9984;301;54;88;5
74;16;31;685;59;31;131;9952;329;34;97;5
74;39;23;7;33;29;126;994;314;42;105;5
57;26;25;104;2;7;57;994;339;37;106;5
65;425;4;131;38;59;241;9979;323;57;9;5
68;27;22;81;34;55;203;9961;319;52;89;5
67;27;31;157;36;44;179;9979;326;56;96;5
71;37;67;105;45;49;155;9975;316;44;87;5
63;31;34;22;45;20;77;9927;33;43;102;5
71;37;67;105;45;49;155;9975;316;44;87;5
72;18;41;12;48;41;97;9919;314;45;104;5
64;22;56;145;55;27;159;998;298;4;91;5
63;36;3;48;49;14;85;9932;328;39;106;5
7;23;36;13;51;72;177;9972;316;49;98;5
75;29;31;895;55;20;151;9968;308;54;93;5
98;42;48;985;34;5;110;9958;287;29;10;5
75;27;31;177;51;33;173;999;309;64;102;5
68;28;4;22;48;48;167;1;293;5;87;5
68;26;56;119;43;64;226;997;302;63;93;5
68;29;56;119;43;66;230;9972;302;63;93;5
59;3;23;42;38;42;119;9924;315;5;11;5
68;28;4;22;48;48;167;1;293;5;87;5
66;15;34;51;55;34;125;9942;336;42;96;5
64;29;44;36;2;75;181;9942;302;41;91;5
64;29;44;36;197;75;183;9942;301;38;91;5
68;26;24;78;52;54;214;9961;313;47;89;5
71;32;24;131;5;52;204;998;31;49;88;5
68;26;24;78;52;54;214;9961;313;47;89;5
68;27;26;161;49;55;196;9984;315;5;93;5
71;32;24;131;5;52;204;998;31;49;88;5
69;54;32;132;5;53;236;9973;32;5;96;5
64;21;5;116;42;45;153;9972;315;43;88;5
68;57;29;22;4;15;77;9938;332;74;102;5
56;245;25;97;32;12;68;994;331;34;105;5
75;27;36;7;36;45;164;9939;303;33;11;5
75;23;36;7;36;43;161;9938;304;32;11;5
75;27;36;7;36;45;164;9939;303;33;11;5
71;24;41;178;46;39;145;9998;332;39;87;5
71;24;41;178;46;39;145;9998;332;39;87;5
73;32;23;137;5;49;197;9985;32;46;87;5
77;31;26;78;31;23;90;9944;313;5;104;5
69;4;56;112;43;40;142;9975;314;46;87;5
61;41;14;104;37;18;119;996;338;45;10;5
69;4;56;112;43;40;142;9975;314;46;87;5
69;29;4;1945;43;36;156;9996;293;47;89;5
69;28;4;82;36;15;95;9944;317;33;102;5
69;29;4;1945;43;36;156;9996;293;47;89;5
53;58;7;69;43;34;149;9944;334;57;97;5
52;6;7;7;44;33;147;9944;333;58;97;5
58;25;26;131;51;44;148;9972;329;38;93;5
66;58;3;51;57;30;123;9949;324;38;9;5
77;26;4;11;42;9;60;9915;289;5;106;5
67;34;3;156;54;51;196;9982;319;49;93;5
71;35;24;154;55;46;198;9988;312;49;88;5
73;32;25;72;56;47;180;9961;308;47;88;5
74;28;42;198;66;53;195;1;296;44;91;5
72;43;24;67;58;40;163;995;32;41;99;5
58;34;21;66;4;50;167;9941;329;62;10;5
66;24;35;77;31;36;135;9938;319;37;105;5
66;24;35;77;31;36;135;9938;319;37;105;5
83;41;51;2;46;11;207;993;302;55;114;5
72;21;41;13;36;33;85;992;317;51;104;5
68;24;34;46;32;37;135;9927;32;39;106;5
65;28;34;99;38;30;133;9954;311;44;98;5
56;26;26;57;31;12;80;9923;325;38;108;5
59;26;4;13;47;12;139;9945;345;53;104;5
54;31;47;3;53;46;144;9931;329;76;10;5
76;17;45;112;54;56;137;997;315;47;10;5
71;365;14;12;55;24;84;9941;315;43;89;5
71;39;35;125;44;26;72;9941;317;29;116;5
66;905;19;8;48;17;204;9934;334;56;10;5
63;39;35;59;4;825;260;9941;312;66;101;5
65;36;32;11;31;13;66;9916;31;46;106;5
68;37;51;118;44;62;163;9976;319;44;88;5
68;27;12;13;4;87;168;992;318;41;10;5
82;28;42;18;31;30;93;9917;309;39;114;5
68;37;51;118;44;62;163;9976;319;44;88;5
71;27;31;182;46;55;252;1;307;56;87;5
68;27;12;13;4;87;168;992;318;41;10;5
82;28;42;18;31;30;93;9917;309;39;114;5
72;19;39;12;36;32;85;9918;316;5;105;5
72;19;39;12;36;32;85;9918;316;5;105;5
68;26;22;77;47;57;210;9959;31;47;9;5
78;21;27;12;51;20;89;9936;306;46;91;5
71;31;47;136;56;54;197;9978;31;49;93;5
64;34;1;11;48;19;84;9927;321;38;98;5
61;28;32;25;42;23;2185;9935;327;6;98;5
58;28;27;26;54;30;156;9914;353;42;124;5
72;6;2;99;7;21;174;9971;303;54;91;5
61;2;25;12;38;34;128;9921;324;44;101;5
61;43;35;91;59;83;249;9971;337;5;85;5
7;25;29;152;47;40;171;9982;322;45;93;5
72;39;62;11;47;66;178;9976;316;5;87;5
63;21;58;10;81;34;126;9962;295;46;89;5
